Timestamp,Cell 1 Current,Cell 1 Voltage,Cell 1 Temperature,Cell 2 Current,Cell 2 Voltage,Cell 2 Temperature,Cell 3 Current,Cell 3 Voltage,Cell 3 Temperature,Cell 4 Current,Cell 4 Voltage,Cell 4 Temperature,Cell 5 Current,Cell 5 Voltage,Cell 5 Temperature,Cell 6 Current,Cell 6 Voltage,Cell 6 Temperature,Cell 7 Current,Cell 7 Voltage,Cell 7 Temperature,Cell 8 Current,Cell 8 Voltage,Cell 8 Temperature,Cell 9 Current,Cell 9 Voltage,Cell 9 Temperature,Cell 10 Current,Cell 10 Voltage,Cell 10 Temperature,Cell 11 Current,Cell 11 Voltage,Cell 11 Temperature,Cell 12 Current,Cell 12 Voltage,Cell 12 Temperature,Cell 13 Current,Cell 13 Voltage,Cell 13 Temperature,Cell 14 Current,Cell 14 Voltage,Cell 14 Temperature,Cell 15 Current,Cell 15 Voltage,Cell 15 Temperature,Cell 16 Current,Cell 16 Voltage,Cell 16 Temperature
08-29-2025-Fri 13-38-37-PM,0.1,1.776,-24.4371,-0.3,1.716,,-0.2,1.804,-23.0705,-0.1,1.708,,-0.5,1.648,-21.6698,-0.1,1.632,,-0.3,1.676,-23.2704,-0.1,1.772,,0.1,1.776,,-0.3,1.716,-24.8371,-0.2,1.804,,-0.1,1.708,-23.9039,-0.5,1.648,,-0.1,1.632,-23.1372,-0.3,1.676,,-0.1,1.772,-24.7703
08-29-2025-Fri 13-38-39-PM,0.1,1.776,-24.3705,-0.2,1.712,,-0.2,1.804,-23.2371,0.1,1.7,,-0.4,1.648,-21.7032,0.1,1.632,,0.1,1.676,-23.3038,0.2,1.772,,0.1,1.776,,-0.2,1.712,-24.8703,-0.2,1.804,,0.1,1.7,-23.9371,-0.4,1.648,,0.1,1.632,-23.1372,0.1,1.676,,0.2,1.772,-24.7703
08-29-2025-Fri 13-38-41-PM,-0.1,1.776,-24.3372,-0.1,1.708,,-0.1,1.8,-23.3038,-0.1,1.7,,-0.3,1.644,-21.7032,-0.2,1.632,,-0.1,1.672,-23.3372,-0.2,1.772,,-0.1,1.776,,-0.1,1.708,-24.8703,-0.1,1.8,,-0.1,1.7,-23.9371,-0.3,1.644,,-0.2,1.632,-23.1372,-0.1,1.672,,-0.2,1.772,-24.7703
08-29-2025-Fri 13-38-44-PM,0.0,1.772,-24.4371,-0.4,1.712,,-0.5,1.8,-23.2038,-0.1,1.696,,-0.1,1.644,-21.7365,-0.3,1.628,,-0.1,1.668,-23.3372,-0.2,1.768,,0.0,1.772,,-0.4,1.712,-24.9037,-0.5,1.8,,-0.1,1.696,-23.9705,-0.1,1.644,,-0.3,1.628,-23.1704,-0.1,1.668,,-0.2,1.768,-24.8037
08-29-2025-Fri 13-38-47-PM,-0.1,1.772,-24.4371,-0.2,1.712,,-0.3,1.8,-23.3372,-0.3,1.696,,-0.2,1.636,-21.7365,-0.1,1.628,,-0.1,1.668,-23.3705,0.0,1.768,,-0.1,1.772,,-0.2,1.712,-24.9369,-0.3,1.8,,-0.3,1.696,-24.0039,-0.2,1.636,,-0.1,1.628,-23.2038,-0.1,1.668,,0.0,1.768,-24.8371
08-29-2025-Fri 13-38-49-PM,0.2,1.772,-24.4371,-0.2,1.708,,-0.2,1.796,-23.2704,-0.2,1.692,,-0.1,1.632,-21.7698,-0.1,1.628,,-0.1,1.668,-23.3705,-0.2,1.768,,0.2,1.772,,-0.2,1.708,-24.9369,-0.2,1.796,,-0.2,1.692,-24.0372,-0.1,1.632,,-0.1,1.628,-23.2371,-0.1,1.668,,-0.2,1.768,-24.8371
08-29-2025-Fri 13-38-51-PM,0.1,1.768,-24.5038,0.0,1.704,,-0.1,1.796,-23.3372,-0.3,1.692,,-0.2,1.632,-21.7698,0.0,1.628,,0.2,1.66,-23.4039,-0.1,1.764,,0.1,1.768,,0.0,1.704,-24.9703,-0.1,1.796,,-0.3,1.692,-24.0372,-0.2,1.632,,0.0,1.628,-23.2371,0.2,1.66,,-0.1,1.764,-24.8703
08-29-2025-Fri 13-38-54-PM,0.0,1.768,-24.4705,0.1,1.704,,-0.2,1.796,-23.3372,-0.4,1.688,,-0.3,1.628,-21.8032,-0.1,1.624,,0.1,1.66,-23.4371,0.2,1.764,,0.0,1.768,,0.1,1.704,-24.9703,-0.2,1.796,,-0.4,1.688,-24.0372,-0.3,1.628,,-0.1,1.624,-23.2371,0.1,1.66,,0.2,1.764,-24.9037
08-29-2025-Fri 13-38-56-PM,-0.1,1.768,-24.5704,-0.1,1.704,,-0.3,1.792,-23.3372,-0.2,1.684,,-0.3,1.628,-21.8032,0.1,1.62,,-0.2,1.66,-23.4371,0.1,1.764,,-0.1,1.768,,-0.1,1.704,-25.0037,-0.3,1.792,,-0.2,1.684,-24.0705,-0.3,1.628,,0.1,1.62,-23.2704,-0.2,1.66,,0.1,1.764,-24.9037
08-29-2025-Fri 13-38-58-PM,-0.1,1.764,-24.4705,0.1,1.704,,-0.2,1.792,-23.3705,0.1,1.684,,-0.1,1.624,-21.8032,-0.1,1.62,,0.0,1.656,-23.4371,-0.1,1.76,,-0.1,1.764,,0.1,1.704,-25.037,-0.2,1.792,,0.1,1.684,-24.0705,-0.1,1.624,,-0.1,1.62,-23.3038,0.0,1.656,,-0.1,1.76,-24.9037
08-29-2025-Fri 13-39-01-PM,0.1,1.764,-24.5371,-0.3,1.7,,-0.3,1.792,-23.3705,-0.1,1.68,,-0.5,1.624,-21.8366,-0.1,1.624,,-0.2,1.652,-23.4706,-0.1,1.76,,0.1,1.764,,-0.3,1.7,-25.037,-0.3,1.792,,-0.1,1.68,-24.1038,-0.5,1.624,,-0.1,1.624,-23.3372,-0.2,1.652,,-0.1,1.76,-24.9369
08-29-2025-Fri 13-39-03-PM,-0.2,1.764,-24.5704,-0.1,1.696,,-0.1,1.788,-23.3372,-0.3,1.68,,-0.4,1.62,-21.8699,0.0,1.62,,0.0,1.652,-23.5038,-0.2,1.756,,-0.2,1.764,,-0.1,1.696,-25.037,-0.1,1.788,,-0.3,1.68,-24.1372,-0.4,1.62,,0.0,1.62,-23.3705,0.0,1.652,,-0.2,1.756,-24.9369
08-29-2025-Fri 13-39-06-PM,-0.1,1.76,-24.5038,0.1,1.696,,-0.5,1.788,-23.3372,-0.3,1.676,,-0.2,1.616,-21.8699,-0.5,1.616,,0.1,1.648,-23.5038,-0.1,1.756,,-0.1,1.76,,0.1,1.696,-25.0703,-0.5,1.788,,-0.3,1.676,-24.1372,-0.2,1.616,,-0.5,1.616,-23.3705,0.1,1.648,,-0.1,1.756,-24.9703
08-29-2025-Fri 13-39-08-PM,-0.1,1.76,-24.6371,0.1,1.696,,-0.2,1.788,-23.4706,-0.1,1.676,,-0.3,1.612,-21.9033,0.1,1.616,,0.0,1.648,-23.5372,-0.1,1.756,,-0.1,1.76,,0.1,1.696,-25.1036,-0.2,1.788,,-0.1,1.676,-24.1372,-0.3,1.612,,0.1,1.616,-23.3705,0.0,1.648,,-0.1,1.756,-25.0037
08-29-2025-Fri 13-39-10-PM,Power On,,-24.6037,,,,,,-23.4706,,,,,,-21.9366,,,,,,-23.5372,,,,Power On,,,,,-25.1036,,,,,,-24.1705,,,,,,-23.4039,,,,,,-25.0037
08-29-2025-Fri 13-39-13-PM,30.1,5.92,-24.7038,31.0,5.928,,33.4,5.928,-23.4706,32.0,5.944,,34.2,5.912,-21.9366,31.6,5.944,,32.5,5.912,-23.5705,28.0,5.912,,30.1,5.92,,31.0,5.928,-25.137,33.4,5.928,,32.0,5.944,-24.2038,34.2,5.912,,31.6,5.944,-23.4039,32.5,5.912,,28.0,5.912,-25.0037
08-29-2025-Fri 13-39-15-PM,29.5,5.932,-24.7038,30.3,5.94,,32.0,5.94,-23.4039,30.6,5.952,,32.9,5.92,-21.97,30.2,5.952,,31.5,5.92,-23.6038,26.9,5.924,,29.5,5.932,,30.3,5.94,-25.137,32.0,5.94,,30.6,5.952,-24.2372,32.9,5.92,,30.2,5.952,-23.4371,31.5,5.92,,26.9,5.924,-25.037
08-29-2025-Fri 13-39-18-PM,Power Off,,-24.7038,,,,,,-23.5372,,,,,,-21.9366,,,,,,-23.5372,,,,Power Off,,,,,-25.1703,,,,,,-24.2372,,,,,,-23.4371,,,,,,-25.037
08-29-2025-Fri 13-39-20-PM,-0.2,2.52,-24.7703,0.0,2.504,,-0.3,2.536,-23.5705,-0.3,2.44,,-0.3,2.58,-21.97,-0.2,2.376,,-0.2,2.492,-23.6372,0.0,2.452,,-0.2,2.52,,0.0,2.504,-25.137,-0.3,2.536,,-0.3,2.44,-24.2704,-0.3,2.58,,-0.2,2.376,-23.4371,-0.2,2.492,,0.0,2.452,-25.0703
08-29-2025-Fri 13-39-23-PM,-0.2,2.376,-24.6704,-0.2,2.372,,-0.2,2.392,-23.6372,-0.3,2.308,,-0.1,2.456,-22.0034,-0.1,2.224,,-0.3,2.364,-23.6372,-0.1,2.316,,-0.2,2.376,,-0.2,2.372,-25.2035,-0.2,2.392,,-0.3,2.308,-24.2704,-0.1,2.456,,-0.1,2.224,-23.4706,-0.3,2.364,,-0.1,2.316,-25.0703
08-29-2025-Fri 13-39-25-PM,-0.2,2.292,-24.7038,-0.2,2.288,,0.1,2.316,-23.5372,0.0,2.224,,-0.4,2.38,-22.0034,0.0,2.14,,-0.4,2.288,-23.6372,0.0,2.244,,-0.2,2.292,,-0.2,2.288,-25.2035,0.1,2.316,,0.0,2.224,-24.2704,-0.4,2.38,,0.0,2.14,-23.4706,-0.4,2.288,,0.0,2.244,-25.0703
08-29-2025-Fri 13-39-27-PM,-0.1,2.24,-24.7038,0.0,2.224,,-0.4,2.264,-23.6038,-0.2,2.16,,-0.4,2.324,-22.0367,-0.1,2.076,,0.2,2.232,-23.6705,-0.1,2.188,,-0.1,2.24,,0.0,2.224,-25.2035,-0.4,2.264,,-0.2,2.16,-24.3038,-0.4,2.324,,-0.1,2.076,-23.5038,0.2,2.232,,-0.1,2.188,-25.1036
08-29-2025-Fri 13-39-30-PM,0.1,2.2,-24.7038,0.0,2.176,,-0.1,2.22,-23.5705,-0.3,2.112,,-0.3,2.284,-22.0367,0.0,2.028,,-0.1,2.192,-23.6705,-0.1,2.148,,0.1,2.2,,0.0,2.176,-25.2369,-0.1,2.22,,-0.3,2.112,-24.3038,-0.3,2.284,,0.0,2.028,-23.5372,-0.1,2.192,,-0.1,2.148,-25.137
08-29-2025-Fri 13-39-32-PM,0.1,2.164,-24.8037,-0.1,2.132,,-0.2,2.188,-23.6372,-0.4,2.072,,-0.3,2.244,-22.0701,-0.1,1.992,,0.0,2.156,-23.7039,0.2,2.116,,0.1,2.164,,-0.1,2.132,-25.2701,-0.2,2.188,,-0.4,2.072,-24.3372,-0.3,2.244,,-0.1,1.992,-23.5372,0.0,2.156,,0.2,2.116,-25.1036
08-29-2025-Fri 13-39-34-PM,-0.1,2.14,-24.8371,-0.3,2.096,,0.2,2.16,-23.6038,-0.4,2.044,,-0.1,2.208,-22.0701,-0.1,1.96,,-0.1,2.12,-23.7372,0.0,2.088,,-0.1,2.14,,-0.3,2.096,-25.2701,0.2,2.16,,-0.4,2.044,-24.3705,-0.1,2.208,,-0.1,1.96,-23.5372,-0.1,2.12,,0.0,2.088,-25.1703
08-29-2025-Fri 13-39-37-PM,-0.2,2.112,-24.8371,-0.1,2.068,,-0.3,2.14,-23.6038,-0.2,2.016,,-0.2,2.18,-22.1034,-0.4,1.932,,-0.1,2.092,-23.7372,-0.2,2.064,,-0.2,2.112,,-0.1,2.068,-25.2701,-0.3,2.14,,-0.2,2.016,-24.3705,-0.2,2.18,,-0.4,1.932,-23.5705,-0.1,2.092,,-0.2,2.064,-25.1703
08-29-2025-Fri 13-39-39-PM,-0.2,2.088,-24.8703,-0.2,2.04,,0.0,2.116,-23.7372,-0.2,2.004,,-0.3,2.152,-22.1368,0.1,1.904,,0.0,2.068,-23.7372,-0.1,2.04,,-0.2,2.088,,-0.2,2.04,-25.3368,0.0,2.116,,-0.2,2.004,-24.3705,-0.3,2.152,,0.1,1.904,-23.6372,0.0,2.068,,-0.1,2.04,-25.2035
08-29-2025-Fri 13-39-41-PM,0.0,2.072,-24.8371,-0.1,2.016,,-0.3,2.096,-23.7039,-0.1,1.988,,-0.1,2.124,-22.1368,0.0,1.884,,-0.2,2.044,-23.7705,-0.2,2.024,,0.0,2.072,,-0.1,2.016,-25.3368,-0.3,2.096,,-0.1,1.988,-24.4371,-0.1,2.124,,0.0,1.884,-23.6372,-0.2,2.044,,-0.2,2.024,-25.2369
08-29-2025-Fri 13-39-44-PM,0.0,2.052,-24.8371,-0.3,2.0,,-0.1,2.08,-23.7372,-0.3,1.972,,-0.3,2.1,-22.1701,0.1,1.864,,0.0,2.02,-23.7705,-0.2,2.004,,0.0,2.052,,-0.3,2.0,-25.3702,-0.1,2.08,,-0.3,1.972,-24.4038,-0.3,2.1,,0.1,1.864,-23.6372,0.0,2.02,,-0.2,2.004,-25.2369
08-29-2025-Fri 13-39-46-PM,0.1,2.036,-24.9037,0.1,1.984,,-0.1,2.056,-23.6705,-0.2,1.96,,-0.3,2.08,-22.1368,-0.1,1.848,,-0.1,2.004,-23.7705,0.0,1.992,,0.1,2.036,,0.1,1.984,-25.3702,-0.1,2.056,,-0.2,1.96,-24.4038,-0.3,2.08,,-0.1,1.848,-23.6705,-0.1,2.004,,0.0,1.992,-25.2369
08-29-2025-Fri 13-39-49-PM,0.1,2.016,-24.8703,-0.3,1.972,,-0.3,2.044,-23.7372,-0.2,1.948,,-0.4,2.056,-22.2034,-0.3,1.836,,-0.1,1.984,-23.8039,-0.1,1.98,,0.1,2.016,,-0.3,1.972,-25.3702,-0.3,2.044,,-0.2,1.948,-24.4371,-0.4,2.056,,-0.3,1.836,-23.6705,-0.1,1.984,,-0.1,1.98,-25.2369
08-29-2025-Fri 13-39-51-PM,0.1,2.008,-24.9369,0.0,1.956,,-0.3,2.032,-23.7039,-0.3,1.94,,-0.3,2.04,-22.2368,-0.1,1.824,,-0.1,1.972,-23.8372,-0.2,1.968,,0.1,2.008,,0.0,1.956,-25.4035,-0.3,2.032,,-0.3,1.94,-24.4705,-0.3,2.04,,-0.1,1.824,-23.7039,-0.1,1.972,,-0.2,1.968,-25.2369
08-29-2025-Fri 13-39-53-PM,0.1,1.992,-24.9369,-0.1,1.944,,-0.4,2.02,-23.7705,-0.2,1.928,,-0.1,2.024,-22.2368,0.2,1.812,,0.1,1.956,-23.8705,0.0,1.96,,0.1,1.992,,-0.1,1.944,-25.4035,-0.4,2.02,,-0.2,1.928,-24.5038,-0.1,2.024,,0.2,1.812,-23.7039,0.1,1.956,,0.0,1.96,-25.3035
08-29-2025-Fri 13-39-56-PM,0.0,1.98,-24.9369,0.1,1.932,,-0.2,2.004,-23.7372,-0.1,1.916,,-0.1,2.004,-22.2368,-0.2,1.804,,0.0,1.94,-23.8705,0.0,1.948,,0.0,1.98,,0.1,1.932,-25.4367,-0.2,2.004,,-0.1,1.916,-24.5038,-0.1,2.004,,-0.2,1.804,-23.7372,0.0,1.94,,0.0,1.948,-25.3368
08-29-2025-Fri 13-39-58-PM,0.1,1.972,-24.9703,-0.1,1.924,,-0.2,1.992,-23.8039,0.1,1.912,,-0.2,1.992,-22.2701,-0.2,1.796,,-0.1,1.932,-23.8705,0.0,1.936,,0.1,1.972,,-0.1,1.924,-25.4367,-0.2,1.992,,0.1,1.912,-24.5371,-0.2,1.992,,-0.2,1.796,-23.7705,-0.1,1.932,,0.0,1.936,-25.3035
08-29-2025-Fri 13-40-00-PM,-0.1,1.96,-24.9369,0.0,1.916,,-0.2,1.98,-23.8372,0.0,1.908,,-0.1,1.972,-22.2701,0.1,1.788,,-0.4,1.92,-23.8705,-0.2,1.928,,-0.1,1.96,,0.0,1.916,-25.4701,-0.2,1.98,,0.0,1.908,-24.5704,-0.1,1.972,,0.1,1.788,-23.7705,-0.4,1.92,,-0.2,1.928,-25.3702
08-29-2025-Fri 13-40-03-PM,0.2,1.952,-25.037,0.3,1.908,,-0.1,1.972,-23.8372,-0.3,1.896,,-0.2,1.964,-22.3035,0.0,1.78,,-0.2,1.912,-23.9039,0.0,1.92,,0.2,1.952,,0.3,1.908,-25.4701,-0.1,1.972,,-0.3,1.896,-24.5704,-0.2,1.964,,0.0,1.78,-23.8039,-0.2,1.912,,0.0,1.92,-25.3702
08-29-2025-Fri 13-40-05-PM,-0.1,1.944,-25.0037,-0.1,1.9,,-0.2,1.964,-23.8372,-0.2,1.888,,-0.2,1.948,-22.3035,-0.2,1.776,,-0.2,1.9,-23.9371,0.2,1.916,,-0.1,1.944,,-0.1,1.9,-25.4701,-0.2,1.964,,-0.2,1.888,-24.5704,-0.2,1.948,,-0.2,1.776,-23.8372,-0.2,1.9,,0.2,1.916,-25.3702
08-29-2025-Fri 13-40-08-PM,-0.1,1.936,-25.0037,-0.1,1.892,,-0.3,1.956,-23.8705,-0.1,1.884,,0.1,1.932,-22.3035,-0.2,1.768,,-0.2,1.888,-23.9371,0.0,1.908,,-0.1,1.936,,-0.1,1.892,-25.5035,-0.3,1.956,,-0.1,1.884,-24.6037,0.1,1.932,,-0.2,1.768,-23.8372,-0.2,1.888,,0.0,1.908,-25.4035
08-29-2025-Fri 13-40-10-PM,-0.1,1.928,-25.037,-0.1,1.884,,-0.3,1.952,-23.9039,-0.4,1.876,,-0.3,1.924,-22.3369,-0.5,1.764,,-0.1,1.884,-23.9705,-0.3,1.904,,-0.1,1.928,,-0.1,1.884,-25.5368,-0.3,1.952,,-0.4,1.876,-24.6371,-0.3,1.924,,-0.5,1.764,-23.8705,-0.1,1.884,,-0.3,1.904,-25.4035
08-29-2025-Fri 13-40-12-PM,0.0,1.924,-25.1036,-0.1,1.876,,-0.3,1.944,-23.8705,0.0,1.868,,-0.3,1.916,-22.3369,0.0,1.76,,-0.1,1.872,-24.0039,-0.1,1.896,,0.0,1.924,,-0.1,1.876,-25.57,-0.3,1.944,,0.0,1.868,-24.6371,-0.3,1.916,,0.0,1.76,-23.8705,-0.1,1.872,,-0.1,1.896,-25.4367
08-29-2025-Fri 13-40-15-PM,0.1,1.916,-25.037,0.0,1.868,,-0.3,1.94,-23.9039,-0.3,1.864,,-0.5,1.904,-22.4036,-0.2,1.756,,-0.2,1.868,-24.0039,-0.3,1.892,,0.1,1.916,,0.0,1.868,-25.57,-0.3,1.94,,-0.3,1.864,-24.6371,-0.5,1.904,,-0.2,1.756,-23.9039,-0.2,1.868,,-0.3,1.892,-25.4035
08-29-2025-Fri 13-40-17-PM,-0.1,1.912,-25.0703,0.3,1.868,,-0.3,1.932,-23.9039,-0.3,1.86,,-0.4,1.892,-22.4369,0.0,1.748,,-0.1,1.86,-24.0039,-0.2,1.888,,-0.1,1.912,,0.3,1.868,-25.6033,-0.3,1.932,,-0.3,1.86,-24.6704,-0.4,1.892,,0.0,1.748,-23.9039,-0.1,1.86,,-0.2,1.888,-25.4701
08-29-2025-Fri 13-40-19-PM,-0.1,1.908,-25.1703,0.0,1.86,,-0.1,1.924,-23.9371,-0.1,1.852,,-0.3,1.884,-22.4036,0.0,1.748,,0.1,1.852,-24.0372,-0.2,1.88,,-0.1,1.908,,0.0,1.86,-25.6033,-0.1,1.924,,-0.1,1.852,-24.6704,-0.3,1.884,,0.0,1.748,-23.9039,0.1,1.852,,-0.2,1.88,-25.4701
08-29-2025-Fri 13-40-22-PM,-0.3,1.896,-25.137,-0.2,1.852,,-0.1,1.92,-24.0039,0.0,1.844,,0.0,1.872,-22.4369,-0.1,1.74,,-0.1,1.844,-24.0372,0.0,1.876,,-0.3,1.896,,-0.2,1.852,-25.6033,-0.1,1.92,,0.0,1.844,-24.7038,0.0,1.872,,-0.1,1.74,-23.9371,-0.1,1.844,,0.0,1.876,-25.5368
08-29-2025-Fri 13-40-24-PM,0.2,1.896,-25.137,-0.2,1.848,,-0.2,1.916,-24.0039,-0.4,1.844,,-0.1,1.868,-22.4369,-0.1,1.736,,-0.1,1.836,-24.0705,-0.2,1.876,,0.2,1.896,,-0.2,1.848,-25.6367,-0.2,1.916,,-0.4,1.844,-24.7371,-0.1,1.868,,-0.1,1.736,-23.9705,-0.1,1.836,,-0.2,1.876,-25.4701
08-29-2025-Fri 13-40-26-PM,0.1,1.892,-25.1703,-0.1,1.844,,-0.2,1.908,-23.9705,0.0,1.836,,-0.2,1.856,-22.4703,-0.2,1.732,,0.0,1.832,-24.0705,-0.3,1.872,,0.1,1.892,,-0.1,1.844,-25.6367,-0.2,1.908,,0.0,1.836,-24.7038,-0.2,1.856,,-0.2,1.732,-23.9705,0.0,1.832,,-0.3,1.872,-25.4701
08-29-2025-Fri 13-40-29-PM,0.2,1.884,-25.1703,-0.2,1.84,,-0.3,1.904,-24.0039,-0.1,1.836,,-0.3,1.848,-22.5036,-0.2,1.728,,-0.2,1.828,-24.1038,0.1,1.864,,0.2,1.884,,-0.2,1.84,-25.67,-0.3,1.904,,-0.1,1.836,-24.7703,-0.3,1.848,,-0.2,1.728,-23.9705,-0.2,1.828,,0.1,1.864,-25.5368
08-29-2025-Fri 13-40-31-PM,0.0,1.88,-25.2701,0.0,1.832,,-0.3,1.9,-23.9371,0.1,1.832,,-0.1,1.84,-22.5036,0.0,1.724,,0.0,1.82,-24.1372,-0.2,1.864,,0.0,1.88,,0.0,1.832,-25.67,-0.3,1.9,,0.1,1.832,-24.7371,-0.1,1.84,,0.0,1.724,-24.0039,0.0,1.82,,-0.2,1.864,-25.5035
08-29-2025-Fri 13-40-34-PM,-0.3,1.876,-25.1703,-0.2,1.828,,-0.1,1.896,-24.0372,0.0,1.828,,-0.2,1.836,-22.5036,-0.1,1.724,,0.0,1.812,-24.1372,-0.1,1.856,,-0.3,1.876,,-0.2,1.828,-25.7033,-0.1,1.896,,0.0,1.828,-24.7703,-0.2,1.836,,-0.1,1.724,-24.0372,0.0,1.812,,-0.1,1.856,-25.5035
08-29-2025-Fri 13-40-36-PM,0.0,1.876,-25.2369,0.1,1.824,,-0.4,1.896,-24.0372,-0.3,1.824,,0.1,1.828,-22.5369,-0.5,1.72,,-0.1,1.808,-24.1372,0.0,1.86,,0.0,1.876,,0.1,1.824,-25.7366,-0.4,1.896,,-0.3,1.824,-24.8037,0.1,1.828,,-0.5,1.72,-24.0372,-0.1,1.808,,0.0,1.86,-25.4367
08-29-2025-Fri 13-40-39-PM,-0.1,1.872,-25.2701,-0.3,1.816,,-0.3,1.888,-24.0705,-0.1,1.82,,-0.3,1.82,-22.5369,-0.1,1.716,,-0.1,1.804,-24.1372,-0.2,1.852,,-0.1,1.872,,-0.3,1.816,-25.7366,-0.3,1.888,,-0.1,1.82,-24.8037,-0.3,1.82,,-0.1,1.716,-24.0705,-0.1,1.804,,-0.2,1.852,-25.4367
08-29-2025-Fri 13-40-43-PM,,,-25.2701,,,,,,-24.0705,,,,,,-22.5703,,,,,,-24.1705,,,,,,,,,-25.7366,,,,,,-24.8371,,,,,,-24.0705,,,,,,-25.4035
08-29-2025-Fri 13-40-46-PM,27.8,5.92,-25.2701,28.6,5.924,,30.5,5.924,-24.2038,28.5,5.94,,31.1,5.908,-22.5369,28.6,5.936,,29.7,5.904,-24.2038,25.6,5.908,,27.8,5.92,,28.6,5.924,-25.7699,30.5,5.924,,28.5,5.94,-24.8703,31.1,5.908,,28.6,5.936,-24.1038,29.7,5.904,,25.6,5.908,-25.4035
08-29-2025-Fri 13-40-51-PM,,,-25.3368,,,,,,-24.1372,,,,,,-22.6036,,,,,,-24.2038,,,,,,,,,-25.8033,,,,,,-24.8703,,,,,,-24.1038,,,,,,-25.4035
08-29-2025-Fri 13-40-55-PM,,,-25.3368,,,,,,-24.2038,,,,,,-22.6036,,,,,,-24.2372,,,,,,,,,-25.8033,,,,,,-24.8703,,,,,,-24.1372,,,,,,-25.4035
08-29-2025-Fri 13-40-58-PM,,,-25.3035,,,,,,-24.2372,,,,,,-22.6703,,,,,,-24.2704,,,,,,,,,-25.8366,,,,,,-24.9037,,,,,,-24.1372,,,,,,-25.4367
08-29-2025-Fri 13-41-03-PM,,,-25.3702,,,,,,-24.2038,,,,,,-22.6703,,,,,,-24.2704,,,,,,,,,-25.8366,,,,,,-24.9369,,,,,,-24.1705,,,,,,-25.4367
08-29-2025-Fri 13-41-05-PM,0.1,2.26,-25.4035,0.0,2.244,,-0.2,2.288,-24.2038,-0.3,2.208,,-0.3,2.34,-22.7037,-0.1,2.108,,0.1,2.252,-24.3038,-0.1,2.216,,0.1,2.26,,0.0,2.244,-25.9032,-0.2,2.288,,-0.3,2.208,-24.9369,-0.3,2.34,,-0.1,2.108,-24.2372,0.1,2.252,,-0.1,2.216,-25.4701
08-29-2025-Fri 13-41-07-PM,-0.2,2.232,-25.4367,-0.3,2.2,,-0.2,2.256,-24.2372,0.0,2.16,,-0.1,2.304,-22.737,-0.4,2.072,,-0.2,2.224,-24.3372,0.1,2.188,,-0.2,2.232,,-0.3,2.2,-25.9032,-0.2,2.256,,0.0,2.16,-25.0037,-0.1,2.304,,-0.4,2.072,-24.2372,-0.2,2.224,,0.1,2.188,-25.4701
08-29-2025-Fri 13-41-10-PM,0.0,2.208,-25.4035,-0.2,2.168,,-0.2,2.232,-24.2372,-0.1,2.128,,-0.2,2.276,-22.737,-0.2,2.04,,0.0,2.192,-24.3372,0.1,2.16,,0.0,2.208,,-0.2,2.168,-25.9032,-0.2,2.232,,-0.1,2.128,-25.0037,-0.2,2.276,,-0.2,2.04,-24.2372,0.0,2.192,,0.1,2.16,-25.5368
08-29-2025-Fri 13-41-12-PM,0.1,2.184,-25.5035,-0.3,2.136,,-0.2,2.208,-24.3372,-0.3,2.096,,-0.5,2.248,-22.737,-0.4,2.012,,-0.2,2.168,-24.3705,-0.2,2.136,,0.1,2.184,,-0.3,2.136,-25.9364,-0.2,2.208,,-0.3,2.096,-25.0037,-0.5,2.248,,-0.4,2.012,-24.2704,-0.2,2.168,,-0.2,2.136,-25.5368
08-29-2025-Fri 13-41-15-PM,0.0,2.16,-25.4701,0.1,2.108,,-0.1,2.188,-24.2372,-0.4,2.076,,-0.2,2.224,-22.7703,-0.1,1.984,,-0.1,2.14,-24.3705,-0.1,2.116,,0.0,2.16,,0.1,2.108,-25.9364,-0.1,2.188,,-0.4,2.076,-25.037,-0.2,2.224,,-0.1,1.984,-24.2704,-0.1,2.14,,-0.1,2.116,-25.57
08-29-2025-Fri 13-41-17-PM,0.0,2.14,-25.4701,-0.3,2.084,,-0.4,2.168,-24.2372,-0.1,2.052,,-0.5,2.208,-22.7703,-0.1,1.96,,-0.2,2.116,-24.3705,-0.3,2.096,,0.0,2.14,,-0.3,2.084,-25.9698,-0.4,2.168,,-0.1,2.052,-25.037,-0.5,2.208,,-0.1,1.96,-24.3038,-0.2,2.116,,-0.3,2.096,-25.6033
08-29-2025-Fri 13-41-19-PM,-0.1,2.12,-25.4367,-0.2,2.068,,0.0,2.152,-24.3372,-0.1,2.036,,-0.3,2.184,-22.8037,-0.2,1.936,,-0.3,2.092,-24.3705,0.0,2.076,,-0.1,2.12,,-0.2,2.068,-25.9698,0.0,2.152,,-0.1,2.036,-25.037,-0.3,2.184,,-0.2,1.936,-24.3372,-0.3,2.092,,0.0,2.076,-25.5368
08-29-2025-Fri 13-41-22-PM,0.3,2.104,-25.5368,-0.1,2.048,,-0.1,2.136,-24.3705,-0.3,2.02,,-0.3,2.16,-22.8037,-0.4,1.92,,-0.1,2.076,-24.4038,-0.1,2.06,,0.3,2.104,,-0.1,2.048,-25.9698,-0.1,2.136,,-0.3,2.02,-25.0703,-0.3,2.16,,-0.4,1.92,-24.3372,-0.1,2.076,,-0.1,2.06,-25.6033
